Instructions_Loop.thisRepN,Instructions_Loop.thisTrialN,Instructions_Loop.thisN,Instructions_Loop.thisIndex,Instructions_Loop.ran,Top,Top_Bottom,TBMT_int,Middle_Top,Middle,Middle_Bottom,Bottom_Top,Bottom_Middle,Bottom,Photo,Mid_Photo,participant,session,date,expName,psychopyVersion,OS,frameRate,Redo_Instructions_Resp.keys,Redo_Instructions_Resp.rt,Practice_Responding.keys,Practice_Responding.corr,Practice_Responding.rt,Warning_Sign.thisRepN,Warning_Sign.thisTrialN,Warning_Sign.thisN,Warning_Sign.thisIndex,Warning_Sign.ran,Repeat_Loop.thisRepN,Repeat_Loop.thisTrialN,Repeat_Loop.thisN,Repeat_Loop.thisIndex,Repeat_Loop.ran,Practice_Loop.thisRepN,Practice_Loop.thisTrialN,Practice_Loop.thisN,Practice_Loop.thisIndex,Practice_Loop.ran,Prac_Scene,Scale,Prac_Ans,PracticeText,Encoding_Resp.keys,Encoding_Resp.rt,Item_Mem_Response,Item_Conf_Response,Src_LoopRun,Src_Resp.keys,Src_Resp.rt,Source_Mem_Response,Source_Conf_Response,Src_Blocks.thisRepN,Src_Blocks.thisTrialN,Src_Blocks.thisN,Src_Blocks.thisIndex,Src_Blocks.ran,Blocks.thisRepN,Blocks.thisTrialN,Blocks.thisN,Blocks.thisIndex,Blocks.ran,Rec_Scene,RecAns,Src_Scene,SrcAns,Group_Order.thisRepN,Group_Order.thisTrialN,Group_Order.thisN,Group_Order.thisIndex,Group_Order.ran,blockFile,Src_blockFile
,,,,,,,,,,,,,,,,274,1,2024-01-23_09h38.53.042,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,k,1.4583,1,2,1,l,1.7156,1,3,0,0,0,0,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,274,1,2024-01-23_09h38.53.042,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,1,E2-1932_Rec.png,1,E2-1932Real.png,1,,,,,,,
,,,,,,,,,,,,,,,,274,1,2024-01-23_09h38.53.042,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,j,3.0598,1,1,1,k,2.0613,1,2,0,0,0,0,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,274,1,2024-01-23_09h38.53.042,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,1,N1-5731_Rec.png,0,N1-5731Real.png,1,,,,,,,
,,,,,,,,,,,,,,,,274,1,2024-01-23_09h38.53.042,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,l,1.2148,1,3,1,l,1.9967,1,3,0,0,0,0,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,274,1,2024-01-23_09h38.53.042,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,4,1,E2-3261_Rec.png,1,E2-3261_SrcRec.png,0,,,,,,,
,,,,,,,,,,,,,,,,274,1,2024-01-23_09h38.53.042,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,j,3.0969,1,1,1,k,2.0505,1,2,0,0,0,0,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,274,1,2024-01-23_09h38.53.042,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,5,1,E1-3015_Rec.png,0,E1-3015Real.png,1,,,,,,,
,,,,,,,,,,,,,,,,274,1,2024-01-23_09h38.53.042,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,d,2.4639,0,1,0,,,,,,,,,,0,6,6,6,1,E1-9252_Rec.png,0,E1-9252_SrcRec.png,0,,,,,,,
,,,,,,,,,,,,,,,,274,1,2024-01-23_09h38.53.042,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,k,4.236,1,2,1,d,3.4915,0,1,0,0,0,0,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,274,1,2024-01-23_09h38.53.042,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,7,1,N2-4603_Rec.png,1,N2-4603_SrcRec.png,0,,,,,,,
,,,,,,,,,,,,,,,,274,1,2024-01-23_09h38.53.042,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,d,3.23,0,1,0,,,,,,,,,,0,8,8,8,1,E1-9911_Rec.png,0,E1-9911Real.png,1,,,,,,,
,,,,,,,,,,,,,,,,274,1,2024-01-23_09h38.53.042,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,l,2.0655,1,3,1,j,2.448,1,1,0,0,0,0,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,274,1,2024-01-23_09h38.53.042,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,9,9,9,1,E2-9265_Rec.png,1,E2-9265_SrcRec.png,0,,,,,,,
,,,,,,,,,,,,,,,,274,1,2024-01-23_09h38.53.042,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,d,2.1413,0,1,0,,,,,,,,,,0,10,10,10,1,N1-2575_Rec.png,0,N1-2575Real.png,1,,,,,,,
,,,,,,,,,,,,,,,,274,1,2024-01-23_09h38.53.042,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,k,1.636,1,2,1,k,2.3961,1,2,0,0,0,0,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,274,1,2024-01-23_09h38.53.042,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,11,11,11,1,N2-1600_Rec.png,1,N2-1600_SrcRec.png,0,,,,,,,
,,,,,,,,,,,,,,,,274,1,2024-01-23_09h38.53.042,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,j,2.0909,1,1,1,d,1.5204,0,1,0,0,0,0,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,274,1,2024-01-23_09h38.53.042,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,12,12,12,1,E2-6415_Rec.png,1,E2-6415Real.png,1,,,,,,,
,,,,,,,,,,,,,,,,274,1,2024-01-23_09h38.53.042,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,l,2.5791,1,3,1,d,2.0657,0,1,0,0,0,0,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,274,1,2024-01-23_09h38.53.042,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,13,13,13,1,N2-8465_Rec.png,1,N2-8465Real.png,1,,,,,,,
,,,,,,,,,,,,,,,,274,1,2024-01-23_09h38.53.042,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,d,1.2653,0,1,0,,,,,,,,,,0,14,14,14,1,N1-2500_Rec.png,0,N1-2500_SrcRec.png,0,,,,,,,
,,,,,,,,,,,,,,,,274,1,2024-01-23_09h38.53.042,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,d,2.1409,0,1,0,,,,,,,,,,0,15,15,15,1,E1-3280_Rec.png,0,E1-3280_SrcRec.png,0,,,,,,,
,,,,,,,,,,,,,,,,274,1,2024-01-23_09h38.53.042,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,k,3.2698,1,2,1,d,1.3245,0,1,0,0,0,0,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,274,1,2024-01-23_09h38.53.042,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,16,16,16,1,N1-1812_Rec.png,0,N1-1812Real.png,1,,,,,,,
,,,,,,,,,,,,,,,,274,1,2024-01-23_09h38.53.042,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,k,3.4691,1,2,1,k,1.7056,1,2,0,0,0,0,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,274,1,2024-01-23_09h38.53.042,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,17,17,17,1,E2-3350_Rec.png,1,E2-3350Real.png,1,,,,,,,
,,,,,,,,,,,,,,,,274,1,2024-01-23_09h38.53.042,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,k,2.7561,1,2,1,s,1.3319,0,2,0,0,0,0,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,274,1,2024-01-23_09h38.53.042,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,18,18,18,1,N2-2840_Rec.png,1,N2-2840_SrcRec.png,0,,,,,,,
,,,,,,,,,,,,,,,,274,1,2024-01-23_09h38.53.042,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,s,6.1365,0,2,0,,,,,,,,,,0,19,19,19,1,E1-9254_Rec.png,0,E1-9254_SrcRec.png,0,,,,,,,
,,,,,,,,,,,,,,,,274,1,2024-01-23_09h38.53.042,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,1,BlockEight.csv,Src_BlockTwo.csv
,,,,,,,,,,,,,,,,274,1,2024-01-23_09h38.53.042,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,s,2.1574,0,2,0,,,,,,,,,,0,0,0,0,1,E1-1310_Rec.png,0,E1-1310Real.png,1,,,,,,,
,,,,,,,,,,,,,,,,274,1,2024-01-23_09h38.53.042,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,a,3.537,0,3,0,,,,,,,,,,0,1,1,1,1,E1-2800_Rec.png,0,E1-2800_SrcRec.png,0,,,,,,,
,,,,,,,,,,,,,,,,274,1,2024-01-23_09h38.53.042,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,j,4.7856,1,1,1,s,2.9468,0,2,0,0,0,0,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,274,1,2024-01-23_09h38.53.042,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,1,E1-2352_2_Rec.png,0,E1-2352_2Real.png,1,,,,,,,
,,,,,,,,,,,,,,,,274,1,2024-01-23_09h38.53.042,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,l,3.7387,1,3,1,l,1.0959,1,3,0,0,0,0,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,274,1,2024-01-23_09h38.53.042,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,1,N2-8160_Rec.png,1,N2-8160Real.png,1,,,,,,,
,,,,,,,,,,,,,,,,274,1,2024-01-23_09h38.53.042,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,s,2.1503,0,2,0,,,,,,,,,,0,4,4,4,1,N1-2190_Rec.png,0,N1-2190_SrcRec.png,0,,,,,,,
,,,,,,,,,,,,,,,,274,1,2024-01-23_09h38.53.042,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,j,1.7921,1,1,1,d,1.8884,0,1,0,0,0,0,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,274,1,2024-01-23_09h38.53.042,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,5,1,E1-3550_Rec.png,0,E1-3550_SrcRec.png,0,,,,,,,
,,,,,,,,,,,,,,,,274,1,2024-01-23_09h38.53.042,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,l,4.463,1,3,1,l,1.6887,1,3,0,0,0,0,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,274,1,2024-01-23_09h38.53.042,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,6,1,N2-5395_Rec.png,1,N2-5395Real.png,1,,,,,,,
,,,,,,,,,,,,,,,,274,1,2024-01-23_09h38.53.042,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,a,3.0842,0,3,0,,,,,,,,,,0,7,7,7,1,N1-7503_Rec.png,0,N1-7503_SrcRec.png,0,,,,,,,
,,,,,,,,,,,,,,,,274,1,2024-01-23_09h38.53.042,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,a,2.1131,0,3,0,,,,,,,,,,0,8,8,8,1,N1-2597_Rec.png,0,N1-2597Real.png,1,,,,,,,
,,,,,,,,,,,,,,,,274,1,2024-01-23_09h38.53.042,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,l,2.338,1,3,1,k,3.0123,1,2,0,0,0,0,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,274,1,2024-01-23_09h38.53.042,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,9,9,9,1,E2-9140_Rec.png,1,E2-9140Real.png,1,,,,,,,
,,,,,,,,,,,,,,,,274,1,2024-01-23_09h38.53.042,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,d,2.6018,0,1,0,,,,,,,,,,0,10,10,10,1,E1-3160_Rec.png,0,E1-3160_SrcRec.png,0,,,,,,,
,,,,,,,,,,,,,,,,274,1,2024-01-23_09h38.53.042,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,a,2.4768,0,3,0,,,,,,,,,,0,11,11,11,1,N1-5471_Rec.png,0,N1-5471_SrcRec.png,0,,,,,,,
,,,,,,,,,,,,,,,,274,1,2024-01-23_09h38.53.042,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,s,1.4039,0,2,0,,,,,,,,,,0,12,12,12,1,N1-4605_Rec.png,0,N1-4605Real.png,1,,,,,,,
,,,,,,,,,,,,,,,,274,1,2024-01-23_09h38.53.042,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,k,2.5224,1,2,1,j,3.6617,1,1,0,0,0,0,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,274,1,2024-01-23_09h38.53.042,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,13,13,13,1,N2-2221_Rec.png,1,N2-2221_SrcRec.png,0,,,,,,,
,,,,,,,,,,,,,,,,274,1,2024-01-23_09h38.53.042,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,l,1.5313,1,3,1,k,2.2339,1,2,0,0,0,0,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,274,1,2024-01-23_09h38.53.042,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,14,14,14,1,E2-3400_Rec.png,1,E2-3400Real.png,1,,,,,,,
,,,,,,,,,,,,,,,,274,1,2024-01-23_09h38.53.042,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,s,1.6934,0,2,0,,,,,,,,,,0,15,15,15,1,N2-7546_Rec.png,1,N2-7546Real.png,1,,,,,,,
,,,,,,,,,,,,,,,,274,1,2024-01-23_09h38.53.042,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,l,2.6998,1,3,1,j,2.4178,1,1,0,0,0,0,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,274,1,2024-01-23_09h38.53.042,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,16,16,16,1,E2-3500_Rec.png,1,E2-3500_SrcRec.png,0,,,,,,,
,,,,,,,,,,,,,,,,274,1,2024-01-23_09h38.53.042,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,l,2.4316,1,3,1,j,4.0207,1,1,0,0,0,0,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,274,1,2024-01-23_09h38.53.042,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,17,17,17,1,N2-2518_Rec.png,1,N2-2518_SrcRec.png,0,,,,,,,
,,,,,,,,,,,,,,,,274,1,2024-01-23_09h38.53.042,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,d,2.965,0,1,0,,,,,,,,,,0,18,18,18,1,E2-9622_Rec.png,1,E2-9622Real.png,1,,,,,,,
,,,,,,,,,,,,,,,,274,1,2024-01-23_09h38.53.042,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,l,1.7002,1,3,1,k,2.3514,1,2,0,0,0,0,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,274,1,2024-01-23_09h38.53.042,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,19,19,19,1,E2-9040_Rec.png,1,E2-9040_SrcRec.png,0,,,,,,,
,,,,,,,,,,,,,,,,274,1,2024-01-23_09h38.53.042,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,1,BlockNine.csv,Src_BlockThree.csv
,,,,,,,,,,,,,,,,274,1,2024-01-23_09h38.53.042,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,l,2.049,1,3,1,j,2.2363,1,1,0,0,0,0,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,274,1,2024-01-23_09h38.53.042,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,E2-9230_Rec.png,1,E2-9230Real.png,1,,,,,,,
,,,,,,,,,,,,,,,,274,1,2024-01-23_09h38.53.042,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,l,1.6661,1,3,1,d,1.5872,0,1,0,0,0,0,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,274,1,2024-01-23_09h38.53.042,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,1,E2-3170_Rec.png,1,E2-3170_SrcRec.png,0,,,,,,,
,,,,,,,,,,,,,,,,274,1,2024-01-23_09h38.53.042,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,s,4.3045,0,2,0,,,,,,,,,,0,2,2,2,1,N1-2870_Rec.png,0,N1-2870Real.png,1,,,,,,,
,,,,,,,,,,,,,,,,274,1,2024-01-23_09h38.53.042,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,s,1.2801,0,2,0,,,,,,,,,,0,3,3,3,1,N2-1661_Rec.png,1,N2-1661_SrcRec.png,0,,,,,,,
,,,,,,,,,,,,,,,,274,1,2024-01-23_09h38.53.042,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,d,2.5571,0,1,0,,,,,,,,,,0,4,4,4,1,E1-3061_Rec.png,0,E1-3061Real.png,1,,,,,,,
,,,,,,,,,,,,,,,,274,1,2024-01-23_09h38.53.042,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,d,1.5229,0,1,0,,,,,,,,,,0,5,5,5,1,N1-2393_Rec.png,0,N1-2393Real.png,1,,,,,,,
,,,,,,,,,,,,,,,,274,1,2024-01-23_09h38.53.042,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,j,1.5001,1,1,1,k,1.4382,1,2,0,0,0,0,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,274,1,2024-01-23_09h38.53.042,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,6,1,N2-2616_Rec.png,1,N2-2616_SrcRec.png,0,,,,,,,
,,,,,,,,,,,,,,,,274,1,2024-01-23_09h38.53.042,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,k,5.1098,1,2,1,d,1.5284,0,1,0,0,0,0,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,274,1,2024-01-23_09h38.53.042,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,7,1,E2-8230_Rec.png,1,E2-8230_SrcRec.png,0,,,,,,,
,,,,,,,,,,,,,,,,274,1,2024-01-23_09h38.53.042,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,j,2.6221,1,1,1,s,0.9203,0,2,0,0,0,0,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,274,1,2024-01-23_09h38.53.042,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,8,8,8,1,E1-1525_Rec.png,0,E1-1525Real.png,1,,,,,,,
,,,,,,,,,,,,,,,,274,1,2024-01-23_09h38.53.042,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,d,6.0867,0,1,0,,,,,,,,,,0,9,9,9,1,N1-8311_Rec.png,0,N1-8311Real.png,1,,,,,,,
,,,,,,,,,,,,,,,,274,1,2024-01-23_09h38.53.042,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,l,1.9536,1,3,1,s,7.86,0,2,0,0,0,0,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,274,1,2024-01-23_09h38.53.042,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,10,10,10,1,N2-2235_Rec.png,1,N2-2235_SrcRec.png,0,,,,,,,
,,,,,,,,,,,,,,,,274,1,2024-01-23_09h38.53.042,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,j,1.9898,1,1,1,s,1.0351,0,2,0,0,0,0,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,274,1,2024-01-23_09h38.53.042,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,11,11,11,1,E2-3230_Rec.png,1,E2-3230_SrcRec.png,0,,,,,,,
,,,,,,,,,,,,,,,,274,1,2024-01-23_09h38.53.042,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,k,2.9281,1,2,1,k,2.3462,1,2,0,0,0,0,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,274,1,2024-01-23_09h38.53.042,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,12,12,12,1,N2-2594_Rec.png,1,N2-2594Real.png,1,,,,,,,
,,,,,,,,,,,,,,,,274,1,2024-01-23_09h38.53.042,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,l,2.0627,1,3,1,k,1.4005,1,2,0,0,0,0,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,274,1,2024-01-23_09h38.53.042,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,13,13,13,1,N2-2512_Rec.png,1,N2-2512_SrcRec.png,0,,,,,,,
,,,,,,,,,,,,,,,,274,1,2024-01-23_09h38.53.042,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,j,1.8889,1,1,1,d,1.1031,0,1,0,0,0,0,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,274,1,2024-01-23_09h38.53.042,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,14,14,14,1,E1-3168_Rec.png,0,E1-3168Real.png,1,,,,,,,
,,,,,,,,,,,,,,,,274,1,2024-01-23_09h38.53.042,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,d,2.146,0,1,0,,,,,,,,,,0,15,15,15,1,E1-2053_Rec.png,0,E1-2053_SrcRec.png,0,,,,,,,
,,,,,,,,,,,,,,,,274,1,2024-01-23_09h38.53.042,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,s,1.6337,0,2,0,,,,,,,,,,0,16,16,16,1,N1-2605_Rec.png,0,N1-2605Real.png,1,,,,,,,
,,,,,,,,,,,,,,,,274,1,2024-01-23_09h38.53.042,Online_SceneSrcMD_R,2020.2.10,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,d,1.3275,0,1,0,,,,,,,,,,0,17,17,17,1,E2-2716_Rec.png,1,E2-2716Real.png,1,,,,,,,
